,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
1526,name1527,lastname1527,Male,11,20,99,BS MGT,917 508 6548
1527,name1528,lastname1528,Male,4,26,01,BS MGT,917 264 4707
1528,name1529,lastname1529,Male,7,15,98,BS CTM,927 136 3607
1529,name1530,lastname1530,Female,1,7,99,BS LM,918 450 7095
1530,name1531,lastname1531,Female,11,19,97,BS MGT,927 585 7391
1531,name1532,lastname1532,Male,10,9,98,BS CTM,  927 430 8844
1532,name1533,lastname1533,Female,6,17,99,BS LM,  927 946 7151
1533,name1534,lastname1534,Male,5,6,00,BS ITE,  917 965 3855
1534,name1535,lastname1535,Male,9,5,98,BS CTM,  918 598 5927
1535,name1536,lastname1536,Male,6,12,01,BS ITE,918 747 8793
1536,name1537,lastname1537,Female,2,6,00,BS ITE,918 432 6128
1537,name1538,lastname1538,Male,5,18,98,BS LM,927 969 9809
1538,name1539,lastname1539,Male,1,24,98,BS CTM,917 756 4283
1539,name1540,lastname1540,Female,7,7,00,BS ME,917 242 1536
1540,name1541,lastname1541,Male,11,16,99,BS CTM,927 496 8246
1541,name1542,lastname1542,Female,2,3,99,BS MGT,  918 579 6860
1542,name1543,lastname1543,Female,5,20,97,BS LM,927 715 5047
1543,name1544,lastname1544,Female,3,18,97,BS ITE,  927 664 6033
1544,name1545,lastname1545,Male,2,7,97,BS LM,927 426 3430
1545,name1546,lastname1546,Female,2,9,00,BS LM,918 567 9539
1546,name1547,lastname1547,Male,3,4,98,BS MGT,927 498 3341
1547,name1548,lastname1548,Male,10,10,99,BS CTM,  927 400 8565
1548,name1549,lastname1549,Male,6,23,99,BS MGT,917 760 6884
1549,name1550,lastname1550,Female,10,15,00,BS LM,918 410 4200
1550,name1551,lastname1551,Male,12,13,98,BS ME,927 449 1400
1551,name1552,lastname1552,Male,7,11,97,BS LM,918 442 4432
1552,name1553,lastname1553,Male,3,19,98,BS CTM,  918 163 6088
1553,name1554,lastname1554,Female,1,10,98,BS ME,917 921 7601
1554,name1555,lastname1555,Male,12,27,97,BS CTM,  918 837 7380
1555,name1556,lastname1556,Female,11,24,99,BS ME,  917 742 7013
1556,name1557,lastname1557,Female,4,2,97,BS ME,  927 115 6056
1557,name1558,lastname1558,Male,1,19,99,BS LM,  927 405 3000
1558,name1559,lastname1559,Female,8,20,01,BS MGT,917 917 7094
1559,name1560,lastname1560,Female,5,21,98,BS ITE,927 450 2022
1560,name1561,lastname1561,Male,11,10,99,BS ME,  927 297 9539
1561,name1562,lastname1562,Female,6,23,98,BS MGT,  927 386 9411
1562,name1563,lastname1563,Male,11,5,98,BS MGT,918 944 2477
1563,name1564,lastname1564,Male,7,28,99,BS ME,927 945 7548
1564,name1565,lastname1565,Male,8,15,97,BS ME,918 591 3333
1565,name1566,lastname1566,Male,8,12,97,BS LM,927 621 4551
1566,name1567,lastname1567,Male,6,2,01,BS CTM,  917 500 8114
1567,name1568,lastname1568,Male,9,3,99,BS LM,  927 815 1632
1568,name1569,lastname1569,Male,3,18,99,BS ME,  918 632 3144
1569,name1570,lastname1570,Male,9,16,97,BS MGT,917 890 7944
1570,name1571,lastname1571,Female,4,25,01,BS MGT,918 260 6647
1571,name1572,lastname1572,Male,9,14,01,BS CTM,  918 868 4725
1572,name1573,lastname1573,Male,1,26,97,BS LM,  917 900 3067
1573,name1574,lastname1574,Male,12,9,98,BS LM,  917 564 3281
1574,name1575,lastname1575,Female,1,22,98,BS MGT,918 815 7208
1575,name1576,lastname1576,Female,3,17,98,BS ITE,927 632 3351
1576,name1577,lastname1577,Male,1,12,97,BS ITE,  917 760 8418
1577,name1578,lastname1578,Female,2,27,99,BS ME,917 580 9793
1578,name1579,lastname1579,Female,5,15,99,BS ME,918 172 4970
1579,name1580,lastname1580,Female,5,18,98,BS ITE,918 272 5703
1580,name1581,lastname1581,Female,12,9,01,BS LM,  918 962 6954
1581,name1582,lastname1582,Female,11,4,00,BS ME,  927 491 6684
1582,name1583,lastname1583,Male,11,19,97,BS MGT,927 708 9046
1583,name1584,lastname1584,Female,7,21,97,BS ME,  927 928 8064
1584,name1585,lastname1585,Male,3,5,97,BS ME,927 989 5381
1585,name1586,lastname1586,Male,9,25,97,BS MGT,  917 862 5481
1586,name1587,lastname1587,Male,3,28,97,BS ITE,917 497 2907
1587,name1588,lastname1588,Male,4,11,01,BS ITE,917 348 1333
1588,name1589,lastname1589,Male,5,5,98,BS LM,918 774 9374
1589,name1590,lastname1590,Female,1,22,01,BS LM,  917 687 9040
1590,name1591,lastname1591,Male,2,28,01,BS ITE,  927 533 2835
1591,name1592,lastname1592,Female,8,8,01,BS CTM,927 236 8391
1592,name1593,lastname1593,Male,12,22,97,BS MGT,918 783 9530
1593,name1594,lastname1594,Female,9,4,97,BS MGT,  918 927 5880
1594,name1595,lastname1595,Female,6,25,00,BS ITE,  927 661 6951
1595,name1596,lastname1596,Female,3,27,00,BS LM,  918 359 1983
1596,name1597,lastname1597,Male,7,20,99,BS MGT,  917 292 4179
1597,name1598,lastname1598,Male,11,15,99,BS MGT,918 285 8534
1598,name1599,lastname1599,Male,9,25,98,BS ME,  918 164 8297
1599,name1600,lastname1600,Female,6,1,98,BS CTM,927 288 8492
1600,name1601,lastname1601,Female,2,15,97,BS MGT,  918 867 9643
1601,name1602,lastname1602,Female,6,25,97,BS ME,918 905 1512
1602,name1603,lastname1603,Female,9,4,99,BS ITE,927 575 9786
1603,name1604,lastname1604,Male,5,19,98,BS LM,  918 908 5902
1604,name1605,lastname1605,Male,4,5,99,BS CTM,918 386 3965
1605,name1606,lastname1606,Female,5,20,97,BS MGT,  917 109 8620
1606,name1607,lastname1607,Male,1,1,97,BS CTM,927 334 5450
1607,name1608,lastname1608,Male,4,21,98,BS ME,  918 812 1222
1608,name1609,lastname1609,Female,7,18,98,BS LM,  918 857 7371
1609,name1610,lastname1610,Male,3,25,99,BS MGT,927 834 5521
1610,name1611,lastname1611,Male,4,14,00,BS MGT,918 485 8289
1611,name1612,lastname1612,Female,6,13,99,BS ME,  917 922 4155
1612,name1613,lastname1613,Female,2,15,97,BS ME,  927 893 7520
1613,name1614,lastname1614,Male,1,1,97,BS MGT,  917 326 3403
1614,name1615,lastname1615,Female,11,20,97,BS CTM,  917 645 6607
1615,name1616,lastname1616,Male,4,16,98,BS ME,917 434 7543
1616,name1617,lastname1617,Male,10,13,99,BS CTM,918 507 9807
1617,name1618,lastname1618,Female,5,18,99,BS CTM,  917 169 2137
1618,name1619,lastname1619,Male,4,25,98,BS LM,927 506 1238
1619,name1620,lastname1620,Male,7,17,99,BS ITE,  918 368 9133
1620,name1621,lastname1621,Male,7,19,99,BS ITE,  927 558 2114
1621,name1622,lastname1622,Female,5,9,97,BS ME,  917 598 1160
1622,name1623,lastname1623,Male,10,28,99,BS CTM,927 997 8860
1623,name1624,lastname1624,Male,6,23,99,BS ME,927 973 3481
1624,name1625,lastname1625,Female,4,7,97,BS ME,  917 782 7480
1625,name1626,lastname1626,Male,7,7,98,BS MGT,918 772 9716
1626,name1627,lastname1627,Male,12,26,00,BS MGT,917 209 5036
1627,name1628,lastname1628,Male,10,1,99,BS ITE,  918 718 3375
1628,name1629,lastname1629,Male,8,13,99,BS LM,918 777 6708
1629,name1630,lastname1630,Male,9,11,97,BS ME,917 782 7638
1630,name1631,lastname1631,Male,12,8,01,BS ME,  917 700 9826
1631,name1632,lastname1632,Male,2,16,99,BS LM,917 422 5632
1632,name1633,lastname1633,Male,7,27,98,BS MGT,  927 352 2048
1633,name1634,lastname1634,Female,6,25,01,BS ITE,  927 667 4402
1634,name1635,lastname1635,Female,9,3,00,BS ME,918 354 2271
1635,name1636,lastname1636,Male,12,7,98,BS CTM,  917 599 4743
1636,name1637,lastname1637,Male,12,22,97,BS ME,  917 145 8973
1637,name1638,lastname1638,Female,4,25,97,BS ITE,917 936 1237
1638,name1639,lastname1639,Female,3,8,99,BS ITE,917 530 9570
1639,name1640,lastname1640,Male,8,3,98,BS MGT,917 324 4108
1640,name1641,lastname1641,Male,6,14,97,BS ME,927 190 8210
1641,name1642,lastname1642,Female,12,12,99,BS MGT,  917 475 3924
1642,name1643,lastname1643,Male,3,10,97,BS MGT,  917 857 8466
1643,name1644,lastname1644,Male,9,21,00,BS MGT,918 456 3730
1644,name1645,lastname1645,Male,3,21,98,BS ME,918 845 7547
1645,name1646,lastname1646,Female,8,4,01,BS MGT,  927 627 5354
1646,name1647,lastname1647,Male,2,5,00,BS ME,  917 513 7001
1647,name1648,lastname1648,Male,7,8,98,BS LM,917 609 8149
1648,name1649,lastname1649,Female,3,17,97,BS ME,  927 324 3799
1649,name1650,lastname1650,Female,4,26,01,BS CTM,918 276 6108
1650,name1651,lastname1651,Male,5,16,97,BS ME,917 540 8194
1651,name1652,lastname1652,Male,7,23,99,BS ITE,927 805 2574
1652,name1653,lastname1653,Female,7,7,98,BS CTM,  927 939 7447
1653,name1654,lastname1654,Male,11,4,98,BS MGT,918 279 3610
1654,name1655,lastname1655,Male,1,17,00,BS CTM,  927 182 3538
1655,name1656,lastname1656,Female,5,9,01,BS CTM,  917 225 2450
1656,name1657,lastname1657,Female,2,20,97,BS ITE,  927 585 5387
1657,name1658,lastname1658,Female,11,17,99,BS ITE,927 132 4378
1658,name1659,lastname1659,Male,2,16,01,BS MGT,917 426 6016
1659,name1660,lastname1660,Female,3,4,97,BS LM,  918 377 9121
1660,name1661,lastname1661,Female,12,19,97,BS LM,927 351 2073
1661,name1662,lastname1662,Male,5,11,00,BS ITE,  917 331 9925
1662,name1663,lastname1663,Male,6,7,99,BS ITE,  927 282 8654
1663,name1664,lastname1664,Male,6,9,01,BS LM,  917 109 2041
1664,name1665,lastname1665,Female,3,27,98,BS MGT,  918 876 9262
1665,name1666,lastname1666,Female,10,4,00,BS LM,  917 493 5680
1666,name1667,lastname1667,Female,9,25,99,BS LM,917 782 2046
1667,name1668,lastname1668,Male,8,2,98,BS CTM,918 316 8589
1668,name1669,lastname1669,Female,6,16,97,BS LM,927 927 6310
1669,name1670,lastname1670,Female,7,19,97,BS ME,927 401 8816
1670,name1671,lastname1671,Male,2,27,01,BS ITE,917 234 2366
1671,name1672,lastname1672,Female,5,9,99,BS LM,917 211 9349
1672,name1673,lastname1673,Female,1,8,00,BS CTM,917 528 4529
1673,name1674,lastname1674,Male,11,19,98,BS ME,  917 209 1835
1674,name1675,lastname1675,Female,5,28,97,BS ITE,  927 267 4069
1675,name1676,lastname1676,Female,12,25,00,BS LM,918 406 5317
1676,name1677,lastname1677,Male,6,18,00,BS CTM,  917 350 7936
1677,name1678,lastname1678,Male,11,13,00,BS LM,918 668 6906
1678,name1679,lastname1679,Male,5,12,01,BS ITE,918 764 1314
1679,name1680,lastname1680,Male,12,22,98,BS ITE,  917 229 3120
1680,name1681,lastname1681,Male,3,25,99,BS ME,  917 666 9320
1681,name1682,lastname1682,Male,10,21,98,BS ME,917 873 7447
1682,name1683,lastname1683,Male,11,10,98,BS ME,918 448 4070
1683,name1684,lastname1684,Male,12,21,97,BS MGT,  927 860 2285
1684,name1685,lastname1685,Male,12,16,97,BS LM,918 282 8460
1685,name1686,lastname1686,Male,8,11,97,BS ME,  927 380 8663
1686,name1687,lastname1687,Female,4,24,98,BS ME,  927 725 9531
1687,name1688,lastname1688,Female,6,3,99,BS CTM,  917 961 3410
1688,name1689,lastname1689,Male,12,18,99,BS ME,  927 408 9900
1689,name1690,lastname1690,Female,7,6,97,BS ME,917 697 3877
1690,name1691,lastname1691,Male,9,18,97,BS ITE,  917 950 4112
1691,name1692,lastname1692,Female,5,4,00,BS ITE,  917 331 2269
1692,name1693,lastname1693,Male,2,7,98,BS ME,  927 843 6944
1693,name1694,lastname1694,Female,2,18,01,BS MGT,  918 989 9777
1694,name1695,lastname1695,Female,1,10,97,BS MGT,  918 959 8868
1695,name1696,lastname1696,Female,2,20,01,BS ITE,918 432 9643
1696,name1697,lastname1697,Male,3,7,99,BS ITE,918 351 6631
1697,name1698,lastname1698,Male,10,25,99,BS ITE,  917 709 6669
1698,name1699,lastname1699,Male,12,5,97,BS MGT,  917 708 6860
1699,name1700,lastname1700,Female,4,18,98,BS MGT,917 493 5524
1700,name1701,lastname1701,Male,6,1,97,BS CTM,  917 398 4541
1701,name1702,lastname1702,Male,1,19,98,BS LM,  917 417 8666
1702,name1703,lastname1703,Male,6,22,97,BS LM,918 295 1382
1703,name1704,lastname1704,Female,2,2,98,BS LM,918 515 7421
1704,name1705,lastname1705,Female,1,1,97,BS CTM,917 311 3470
1705,name1706,lastname1706,Female,8,16,98,BS ITE,927 939 9260
1706,name1707,lastname1707,Male,9,23,01,BS MGT,  927 986 3129
1707,name1708,lastname1708,Female,11,3,97,BS ITE,  918 817 8602
1708,name1709,lastname1709,Male,12,18,97,BS ITE,  918 765 3651
1709,name1710,lastname1710,Female,10,25,01,BS LM,927 603 1574
1710,name1711,lastname1711,Female,5,25,98,BS ITE,918 970 1693
1711,name1712,lastname1712,Male,12,19,98,BS ME,927 933 8376
1712,name1713,lastname1713,Male,4,14,97,BS MGT,927 751 3712
1713,name1714,lastname1714,Male,8,15,01,BS MGT,  918 236 8919
1714,name1715,lastname1715,Male,7,2,97,BS CTM,917 559 8093
1715,name1716,lastname1716,Male,9,25,00,BS LM,918 540 8555
1716,name1717,lastname1717,Male,11,5,97,BS ITE,918 894 2375
1717,name1718,lastname1718,Female,5,17,97,BS ME,918 838 2342
1718,name1719,lastname1719,Female,7,2,00,BS ME,  927 631 8040
1719,name1720,lastname1720,Male,1,6,97,BS LM,  917 738 1839
1720,name1721,lastname1721,Female,7,23,98,BS CTM,927 544 3279
1721,name1722,lastname1722,Female,3,4,98,BS ITE,917 693 8959
1722,name1723,lastname1723,Female,5,22,98,BS ITE,  917 281 3092
1723,name1724,lastname1724,Female,6,10,97,BS MGT,917 252 6526
1724,name1725,lastname1725,Male,4,23,98,BS CTM,  927 268 5622
1725,name1726,lastname1726,Female,9,26,97,BS LM,  917 660 9137
1726,name1727,lastname1727,Male,1,26,98,BS ME,  927 581 4936
1727,name1728,lastname1728,Female,8,19,97,BS MGT,  917 565 5934
1728,name1729,lastname1729,Female,11,12,97,BS LM,918 776 4007
1729,name1730,lastname1730,Female,4,13,99,BS ME,  918 461 2548
1730,name1731,lastname1731,Female,8,22,98,BS CTM,  927 368 7728
1731,name1732,lastname1732,Male,8,21,98,BS MGT,927 376 2938
1732,name1733,lastname1733,Female,1,19,00,BS CTM,  927 740 2743
1733,name1734,lastname1734,Female,6,15,00,BS LM,918 200 7458
1734,name1735,lastname1735,Female,3,26,97,BS LM,  927 632 8106
1735,name1736,lastname1736,Female,10,17,97,BS LM,917 653 7150
1736,name1737,lastname1737,Male,8,1,01,BS MGT,  917 932 2383
1737,name1738,lastname1738,Male,2,4,01,BS LM,927 173 7762
1738,name1739,lastname1739,Female,8,26,00,BS MGT,918 647 9671
1739,name1740,lastname1740,Female,5,14,99,BS LM,927 225 6935
1740,name1741,lastname1741,Female,9,8,00,BS ITE,  918 863 7980
1741,name1742,lastname1742,Female,9,7,99,BS MGT,918 301 7635
1742,name1743,lastname1743,Female,5,17,00,BS LM,927 965 1587
1743,name1744,lastname1744,Male,10,27,97,BS ITE,927 478 1325
1744,name1745,lastname1745,Male,1,6,98,BS LM,917 321 6378
1745,name1746,lastname1746,Female,10,16,97,BS ITE,927 928 7417
1746,name1747,lastname1747,Female,7,12,97,BS MGT,  918 401 2702
1747,name1748,lastname1748,Male,9,11,99,BS CTM,927 864 1701
1748,name1749,lastname1749,Female,5,17,00,BS LM,  918 375 9630
1749,name1750,lastname1750,Male,2,1,97,BS MGT,918 185 8937
1750,name1751,lastname1751,Male,5,6,99,BS MGT,  927 144 4452
1751,name1752,lastname1752,Female,9,17,97,BS ITE,927 798 4040
1752,name1753,lastname1753,Male,4,18,98,BS ITE,  918 386 4372
1753,name1754,lastname1754,Female,4,20,97,BS LM,918 400 4239
1754,name1755,lastname1755,Female,6,2,97,BS ME,  917 482 1573
1755,name1756,lastname1756,Female,5,2,98,BS ITE,  927 942 1394
1756,name1757,lastname1757,Male,5,11,99,BS LM,  927 545 6854
1757,name1758,lastname1758,Male,10,21,97,BS CTM,918 862 8091
1758,name1759,lastname1759,Female,5,14,98,BS ITE,  927 634 2284
1759,name1760,lastname1760,Male,8,17,98,BS CTM,927 350 8183
1760,name1761,lastname1761,Female,3,28,98,BS MGT,  917 272 5999
1761,name1762,lastname1762,Male,5,13,98,BS CTM,927 468 8484
1762,name1763,lastname1763,Male,5,2,98,BS CTM,917 459 3522
1763,name1764,lastname1764,Female,6,3,99,BS ME,  927 309 1720
1764,name1765,lastname1765,Female,2,18,98,BS ME,927 972 9371
1765,name1766,lastname1766,Male,9,28,01,BS CTM,918 399 7923
1766,name1767,lastname1767,Male,11,13,98,BS MGT,927 112 2072
1767,name1768,lastname1768,Male,11,21,98,BS ITE,927 244 5177
1768,name1769,lastname1769,Female,12,8,99,BS MGT,  927 750 6690
1769,name1770,lastname1770,Female,1,5,99,BS CTM,  918 321 4539
1770,name1771,lastname1771,Male,11,4,97,BS ITE,927 622 7513
1771,name1772,lastname1772,Male,12,27,99,BS LM,927 439 5173
1772,name1773,lastname1773,Male,2,16,99,BS ME,927 886 5322
1773,name1774,lastname1774,Male,3,13,99,BS CTM,  917 458 2332
1774,name1775,lastname1775,Male,12,8,98,BS CTM,  927 126 7838
1775,name1776,lastname1776,Female,4,19,99,BS ITE,917 704 1136
1776,name1777,lastname1777,Male,4,15,01,BS LM,917 223 5890
1777,name1778,lastname1778,Female,5,25,98,BS MGT,927 948 7837
1778,name1779,lastname1779,Female,2,12,98,BS ITE,927 897 3040
1779,name1780,lastname1780,Male,5,16,01,BS LM,918 581 2425
1780,name1781,lastname1781,Male,7,22,01,BS MGT,  918 753 4933
1781,name1782,lastname1782,Male,8,18,01,BS LM,927 241 5308
1782,name1783,lastname1783,Male,10,21,97,BS ITE,  917 650 8776
1783,name1784,lastname1784,Female,4,26,98,BS CTM,  918 843 2763
1784,name1785,lastname1785,Male,9,10,97,BS ITE,918 657 1572
1785,name1786,lastname1786,Male,8,14,97,BS CTM,917 134 4322
1786,name1787,lastname1787,Male,8,1,98,BS LM,  927 185 9470
1787,name1788,lastname1788,Female,9,16,98,BS LM,927 530 2041
1788,name1789,lastname1789,Male,8,12,00,BS LM,  917 274 4019
1789,name1790,lastname1790,Male,1,16,98,BS ME,927 888 5310
1790,name1791,lastname1791,Female,5,21,97,BS ITE,918 510 4996
1791,name1792,lastname1792,Female,7,21,99,BS MGT,917 945 8298
1792,name1793,lastname1793,Female,11,1,98,BS LM,927 830 1201
1793,name1794,lastname1794,Male,7,10,99,BS MGT,  918 956 2885
1794,name1795,lastname1795,Female,8,9,99,BS MGT,927 534 6657
1795,name1796,lastname1796,Male,5,16,98,BS ITE,  917 561 9612
1796,name1797,lastname1797,Male,2,14,98,BS MGT,917 911 6438
1797,name1798,lastname1798,Male,5,21,00,BS CTM,  917 488 8960
1798,name1799,lastname1799,Female,7,18,97,BS ITE,917 914 4274
1799,name1800,lastname1800,Female,6,8,97,BS ME,  918 386 6944
1800,name1801,lastname1801,Female,7,22,98,BS MGT,  918 320 1548
1801,name1802,lastname1802,Female,6,23,97,BS LM,917 347 1553
1802,name1803,lastname1803,Male,4,9,98,BS ME,927 424 6059
1803,name1804,lastname1804,Male,11,6,00,BS ME,  918 617 9852
1804,name1805,lastname1805,Male,2,7,97,BS CTM,  917 487 9127
1805,name1806,lastname1806,Male,4,26,98,BS CTM,917 810 4831
1806,name1807,lastname1807,Male,2,6,97,BS CTM,  927 630 7509
1807,name1808,lastname1808,Male,3,15,01,BS CTM,917 167 1593
1808,name1809,lastname1809,Female,12,11,98,BS LM,  917 421 6667
1809,name1810,lastname1810,Female,7,20,97,BS MGT,  917 985 3009
1810,name1811,lastname1811,Male,5,3,99,BS CTM,  917 466 4919
1811,name1812,lastname1812,Female,9,1,97,BS CTM,918 248 8524
1812,name1813,lastname1813,Male,3,28,99,BS ME,917 764 8724
1813,name1814,lastname1814,Male,11,24,98,BS ITE,  917 390 8744
1814,name1815,lastname1815,Female,8,21,98,BS LM,927 336 7971
1815,name1816,lastname1816,Male,11,19,97,BS ME,917 608 5191
1816,name1817,lastname1817,Male,5,27,00,BS LM,  917 857 7520
1817,name1818,lastname1818,Male,8,12,99,BS LM,927 335 6538
1818,name1819,lastname1819,Female,7,8,97,BS ITE,927 503 7973
1819,name1820,lastname1820,Female,6,8,98,BS LM,918 138 7589
1820,name1821,lastname1821,Female,5,5,00,BS ME,918 688 3340
1821,name1822,lastname1822,Male,1,7,01,BS LM,  918 603 1124
1822,name1823,lastname1823,Male,6,9,00,BS MGT,  927 800 2625
1823,name1824,lastname1824,Male,4,21,97,BS CTM,918 749 9483
1824,name1825,lastname1825,Female,12,16,00,BS ME,  918 125 9294
1825,name1826,lastname1826,Male,3,12,01,BS ME,918 614 3280
1826,name1827,lastname1827,Male,12,16,97,BS ME,  918 511 9530
1827,name1828,lastname1828,Female,4,3,97,BS MGT,917 916 9573
1828,name1829,lastname1829,Male,6,15,99,BS LM,917 277 2479
1829,name1830,lastname1830,Male,11,15,99,BS ME,  918 197 5144
1830,name1831,lastname1831,Female,3,8,99,BS LM,  927 527 3732
1831,name1832,lastname1832,Male,6,8,01,BS ITE,  917 156 3760
1832,name1833,lastname1833,Female,4,18,99,BS ME,  917 511 2707
1833,name1834,lastname1834,Male,9,9,99,BS ME,  917 816 7465
1834,name1835,lastname1835,Male,9,3,00,BS LM,917 470 1638
1835,name1836,lastname1836,Male,6,24,99,BS MGT,917 756 5799
1836,name1837,lastname1837,Male,1,10,98,BS ITE,  917 454 3754
1837,name1838,lastname1838,Male,12,2,00,BS CTM,  917 291 7417
1838,name1839,lastname1839,Male,8,8,00,BS ME,917 649 8594
1839,name1840,lastname1840,Female,6,24,99,BS LM,918 663 4717
1840,name1841,lastname1841,Male,6,14,99,BS CTM,  918 719 9417
1841,name1842,lastname1842,Female,5,11,97,BS ME,918 841 9875
1842,name1843,lastname1843,Male,7,14,98,BS ME,  917 359 8152
1843,name1844,lastname1844,Male,2,5,97,BS ITE,  918 281 9072
1844,name1845,lastname1845,Male,3,24,99,BS LM,917 461 4220
1845,name1846,lastname1846,Male,11,14,99,BS MGT,917 548 9682
1846,name1847,lastname1847,Female,4,28,97,BS ITE,  917 307 2088
1847,name1848,lastname1848,Female,5,28,97,BS LM,918 941 3734
1848,name1849,lastname1849,Male,8,11,98,BS CTM,917 392 1576
1849,name1850,lastname1850,Male,7,19,99,BS CTM,918 834 1480
1850,name1851,lastname1851,Male,7,16,00,BS ITE,927 201 4051
1851,name1852,lastname1852,Female,8,27,99,BS MGT,  927 352 4021
1852,name1853,lastname1853,Female,6,21,99,BS ME,  927 641 8370
1853,name1854,lastname1854,Male,4,15,00,BS ME,917 826 2659
1854,name1855,lastname1855,Female,9,21,99,BS ME,  927 525 7061
1855,name1856,lastname1856,Female,5,1,01,BS ME,917 179 1652
1856,name1857,lastname1857,Male,10,11,97,BS ME,918 486 8426
1857,name1858,lastname1858,Female,8,11,98,BS ITE,  917 577 2728
1858,name1859,lastname1859,Female,11,13,97,BS LM,917 625 9405
1859,name1860,lastname1860,Female,8,10,98,BS MGT,918 644 9525
1860,name1861,lastname1861,Female,4,27,97,BS CTM,  918 369 2095
1861,name1862,lastname1862,Male,7,16,97,BS ME,917 128 2945
1862,name1863,lastname1863,Male,11,11,97,BS ME,  917 893 8398
1863,name1864,lastname1864,Female,7,8,98,BS CTM,927 739 2312
1864,name1865,lastname1865,Female,5,8,97,BS LM,918 707 6368
1865,name1866,lastname1866,Male,1,25,97,BS ITE,  917 111 5040
1866,name1867,lastname1867,Male,10,8,99,BS ME,918 140 5189
1867,name1868,lastname1868,Male,11,10,01,BS ME,  927 334 1585
1868,name1869,lastname1869,Female,8,5,98,BS ME,927 304 5890
1869,name1870,lastname1870,Male,4,1,98,BS LM,927 564 3320
1870,name1871,lastname1871,Female,11,12,97,BS MGT,  918 547 2499
1871,name1872,lastname1872,Male,1,17,99,BS MGT,  918 129 6071
1872,name1873,lastname1873,Female,2,9,00,BS ITE,  927 737 4858
1873,name1874,lastname1874,Female,11,23,00,BS ITE,  917 199 2397
1874,name1875,lastname1875,Male,5,13,97,BS ITE,917 136 2386
1875,name1876,lastname1876,Male,3,10,98,BS LM,  917 808 6501
1876,name1877,lastname1877,Female,11,7,97,BS LM,  927 728 9251
1877,name1878,lastname1878,Male,1,17,99,BS ITE,927 814 4698
1878,name1879,lastname1879,Female,6,25,99,BS ITE,918 179 6493
1879,name1880,lastname1880,Male,1,27,97,BS ME,918 845 3785
1880,name1881,lastname1881,Female,12,15,97,BS ITE,  918 240 8941
1881,name1882,lastname1882,Female,9,20,99,BS ME,927 674 7923
1882,name1883,lastname1883,Female,8,18,97,BS LM,  918 360 7086
1883,name1884,lastname1884,Female,11,23,98,BS LM,927 416 7864
1884,name1885,lastname1885,Female,3,28,99,BS MGT,  927 698 1510
1885,name1886,lastname1886,Male,12,19,97,BS ME,918 928 8697
1886,name1887,lastname1887,Female,12,26,98,BS LM,917 458 5958
1887,name1888,lastname1888,Female,1,6,97,BS ITE,927 145 2468
1888,name1889,lastname1889,Male,1,5,00,BS ITE,927 551 5106
1889,name1890,lastname1890,Male,7,5,99,BS CTM,917 376 8469
1890,name1891,lastname1891,Female,7,25,97,BS LM,  927 627 1082
1891,name1892,lastname1892,Female,5,14,99,BS MGT,  917 351 6483
1892,name1893,lastname1893,Female,4,6,01,BS LM,  918 976 7172
1893,name1894,lastname1894,Female,7,9,97,BS ME,927 317 4456
1894,name1895,lastname1895,Male,8,24,01,BS CTM,  917 951 6149
1895,name1896,lastname1896,Male,9,18,97,BS CTM,918 437 4382
1896,name1897,lastname1897,Female,3,20,00,BS ITE,918 674 6011
1897,name1898,lastname1898,Female,11,13,01,BS ITE,917 980 9361
1898,name1899,lastname1899,Male,11,16,97,BS LM,917 343 4749
1899,name1900,lastname1900,Female,12,21,00,BS ME,918 782 7408
1900,name1901,lastname1901,Male,12,19,01,BS ITE,927 687 3457
1901,name1902,lastname1902,Male,6,24,97,BS ME,927 565 8788
1902,name1903,lastname1903,Female,7,25,98,BS CTM,917 773 3531
1903,name1904,lastname1904,Female,2,18,98,BS CTM,918 177 9665
1904,name1905,lastname1905,Female,6,12,01,BS LM,917 647 6297
1905,name1906,lastname1906,Female,9,1,97,BS LM,  918 604 5243
1906,name1907,lastname1907,Female,6,10,97,BS MGT,927 665 4368
1907,name1908,lastname1908,Female,10,6,98,BS ME,  927 898 7426
1908,name1909,lastname1909,Female,12,24,97,BS LM,918 415 4885
1909,name1910,lastname1910,Male,8,18,00,BS ME,  927 216 9011
1910,name1911,lastname1911,Female,8,21,00,BS ITE,918 172 3043
1911,name1912,lastname1912,Female,10,6,98,BS ME,917 647 9327
1912,name1913,lastname1913,Male,5,20,99,BS ME,  927 586 8024
1913,name1914,lastname1914,Male,2,20,01,BS ITE,  917 681 6487
1914,name1915,lastname1915,Female,4,21,00,BS MGT,  917 797 8859
1915,name1916,lastname1916,Male,1,22,98,BS ME,  918 600 7693
1916,name1917,lastname1917,Male,4,19,97,BS ITE,  927 623 6877
1917,name1918,lastname1918,Male,2,9,00,BS MGT,917 883 9174
1918,name1919,lastname1919,Male,10,11,99,BS MGT,  918 989 8988
1919,name1920,lastname1920,Male,10,5,98,BS MGT,927 500 4106
1920,name1921,lastname1921,Male,1,19,99,BS CTM,918 458 7218
1921,name1922,lastname1922,Male,8,8,00,BS ME,  927 910 2396
1922,name1923,lastname1923,Female,7,14,99,BS LM,917 408 9751
1923,name1924,lastname1924,Male,1,15,98,BS LM,  917 120 2048
